CDS	DNA	RNA
TOBG-MED-1116_858	1.660474	0
TOBG-MED-1116_859	3.162916	0
TOBG-MED-1116_862	1.199001	0
TOBG-MED-1116_864	1.425909	0
TOBG-MED-1116_866	1.566941	0
TOBG-MED-1116_869	2.316432	0
TOBG-MED-1116_87	2.075683	0
TOBG-MED-1116_870	3.257866	0
TOBG-MED-1116_872	1.768971	0
TOBG-MED-1116_873	2.076378	0
TOBG-MED-1116_876	10.94289	0
TOBG-MED-1116_878	2.064337	0
TOBG-MED-1116_879	18.487143	0
TOBG-MED-1116_881	1.457937	0
TOBG-MED-1116_882	5.452582	0
TOBG-MED-1116_883	3.706839	0
TOBG-MED-1116_884	3.991799	0
TOBG-MED-1116_885	12.92482	0
TOBG-MED-1116_887	4.62915	0
TOBG-MED-1116_888	5.191881	0
TOBG-MED-1116_89	2.74624	0
TOBG-MED-1116_890	1.395568	0
TOBG-MED-1116_892	3.873529	0
TOBG-MED-1116_893	9.394969	0
TOBG-MED-1116_894	12.490195	0
TOBG-MED-1116_895	1.487692	0
TOBG-MED-1116_896	2.22782	0
TOBG-MED-1116_897	2.620355	0
TOBG-MED-1116_898	2.424592	0
TOBG-MED-1116_899	1.024027	0
TOBG-MED-1116_900	1.936357	0
TOBG-MED-1116_905	2.64707	0
TOBG-MED-1116_907	0.755755	0
TOBG-MED-1116_908	14.41019	0
TOBG-MED-1116_909	8.551192	0
TOBG-MED-1116_910	9.7953	0
TOBG-MED-1116_911	8.10651	0
TOBG-MED-1116_912	7.659239	0
TOBG-MED-1116_913	11.200474	0
TOBG-MED-1116_914	5.122952	0
TOBG-MED-1116_917	8.491574	0.338398
TOBG-MED-1116_918	5.40434	0
TOBG-MED-1116_92	0.772334	0
TOBG-MED-1116_922	6.642273	0
TOBG-MED-1116_925	6.318953	0
TOBG-MED-1116_928	3.241904	0
TOBG-MED-1116_929	1.867312	0
TOBG-MED-1116_930	2.08216	0
TOBG-MED-1116_931	3.041592	0
TOBG-MED-1116_932	2.983816	0
TOBG-MED-1116_935	59.287146	0
TOBG-MED-1116_94	1.218462	0
TOBG-MED-1116_942	0.966827	3.243669
TOBG-MED-1116_944	0.862333	0
TOBG-MED-1116_945	2.867566	0
TOBG-MED-1116_946	2.595259	8.911896
TOBG-MED-1116_948	8.925791	0
TOBG-MED-1116_95	0.669015	0
TOBG-MED-1116_951	4.051287	0
TOBG-MED-1116_957	11.245392	0
TOBG-MED-1116_96	8.023009	78.783243
TOBG-MED-1116_960	4.676333	0
TOBG-MED-1116_962	2.358517	0
TOBG-MED-1116_97	3.127071	0
TOBG-MED-1116_98	7.523357	0
TOBG-MED-1116_99	10.779068	5.645058
TOBG-MED-1269_1012	0.323295	0
TOBG-MED-1269_1023	1.207132	0
TOBG-MED-1269_1025	0.226935	0
TOBG-MED-1269_103	0.723046	0
TOBG-MED-1269_1030	0.767958	0
TOBG-MED-1269_1032	1.592027	0
TOBG-MED-1269_1059	4.320984	0
TOBG-MED-1269_1065	0.66219	0
TOBG-MED-1269_1066	0.834612	0
TOBG-MED-1269_1093	0.405624	0
TOBG-MED-1269_1151	0.564318	0
TOBG-MED-1269_1155	0.688531	0
TOBG-MED-1269_117	0.950749	0
TOBG-MED-1269_1200	0.330287	0
TOBG-MED-1269_1214	0.968481	0
TOBG-MED-1269_1216	4.39902	0
TOBG-MED-1269_122	2.914389	0
TOBG-MED-1269_125	0.972307	0
TOBG-MED-1269_1251	1.095116	0
TOBG-MED-1269_1264	125.692016	0
TOBG-MED-1269_1280	1.291176	0
TOBG-MED-1269_1298	0.865207	0
TOBG-MED-1269_1304	0.990653	0
TOBG-MED-1269_131	1.304148	0
TOBG-MED-1269_1318	0.888904	0
TOBG-MED-1269_1319	0.660505	0
TOBG-MED-1269_1321	45.443146	0
TOBG-MED-1269_1323	0.820721	19.541931
TOBG-MED-1269_1324	0.5995	0
TOBG-MED-1269_133	1.002124	0
TOBG-MED-1269_1375	0.513025	0
TOBG-MED-1269_14	0.739522	0
TOBG-MED-1269_1438	1.648034	0
TOBG-MED-1269_146	1.017839	0
TOBG-MED-1269_1463	0.573037	0
TOBG-MED-1269_1466	3.457782	0
TOBG-MED-1269_1491	1.29763	0
TOBG-MED-1269_1493	0.504061	0
TOBG-MED-1269_1504	1.330888	0
TOBG-MED-1269_1524	0.452257	0
TOBG-MED-1269_1547	0.363081	0
TOBG-MED-1269_1560	4.62915	0
TOBG-MED-1269_158	0.500177	0
TOBG-MED-1269_16	0.541938	0
TOBG-MED-1269_1605	0.731191	0
TOBG-MED-1269_1608	0.392146	0
TOBG-MED-1269_1613	0.690362	0
TOBG-MED-1269_1617	0.741634	0
TOBG-MED-1269_165	45.910913	0
TOBG-MED-1269_1662	0.957763	0
TOBG-MED-1269_1683	1.621862	0
TOBG-MED-1269_1685	0.913937	0
TOBG-MED-1269_1693	0.913937	0
TOBG-MED-1269_1702	2.365233	0
TOBG-MED-1269_1740	1.138329	0
TOBG-MED-1269_1742	1.207364	0
TOBG-MED-1269_1744	0.719041	0
TOBG-MED-1269_1751	5.802092	0
TOBG-MED-1269_1754	0.731191	0
TOBG-MED-1269_1755	10.778544	0
TOBG-MED-1269_1768	1.046559	0
TOBG-MED-1269_1770	0.998271	0
TOBG-MED-1269_1772	10.066577	0
TOBG-MED-1269_1783	1.83433	0
TOBG-MED-1269_1785	0.461092	0
TOBG-MED-1269_1790	0.622559	0
TOBG-MED-1269_1795	3.989042	0
TOBG-MED-1269_1798	0.672481	0
TOBG-MED-1269_1813	11.506144	0
TOBG-MED-1269_1814	383.224323	0
TOBG-MED-1269_1821	0.433384	0
TOBG-MED-1269_1844	1.235862	0
TOBG-MED-1269_1850	1.753291	0
TOBG-MED-1269_1903	0.837414	0
TOBG-MED-1269_1905	2.136171	0
TOBG-MED-1269_1915	0.879867	0
TOBG-MED-1269_233	0.250108	0
TOBG-MED-1269_26	0.663883	0
TOBG-MED-1269_263	0.305421	0
TOBG-MED-1269_270	0.575578	0
TOBG-MED-1269_277	1.789545	0
TOBG-MED-1269_278	0.53634	0
TOBG-MED-1269_28	1.042357	0
TOBG-MED-1269_285	1.21277	0
TOBG-MED-1269_299	2.783654	0
TOBG-MED-1269_306	1.362609	0
TOBG-MED-1269_329	0.528695	0
TOBG-MED-1269_388	0.442997	0
TOBG-MED-1269_406	0.761204	0
TOBG-MED-1269_422	24.381427	1.514391
TOBG-MED-1269_435	0.725065	0
TOBG-MED-1269_459	1.109151	0
TOBG-MED-1269_477	0.220949	0
TOBG-MED-1269_482	0.68671	0
TOBG-MED-1269_491	1.908486	0
TOBG-MED-1269_505	0.583337	0
TOBG-MED-1269_530	0.707288	0
TOBG-MED-1269_577	8.108261	0
TOBG-MED-1269_604	0.865207	0
TOBG-MED-1269_626	3.457782	0
TOBG-MED-1269_627	1.410416	0
TOBG-MED-1269_633	0.386311	0
TOBG-MED-1269_673	7.3047	23.331236
TOBG-MED-1269_688	1.25985	0
TOBG-MED-1269_751	0.464391	0
TOBG-MED-1269_757	0.440741	0.369222
TOBG-MED-1269_774	0.546501	0
TOBG-MED-1269_80	1.82733	0
TOBG-MED-1269_843	0.426269	0
TOBG-MED-1269_849	54.840016	0
TOBG-MED-1269_850	2.180266	0
TOBG-MED-1269_874	0.518144	0
TOBG-MED-1269_906	0.806108	0
TOBG-MED-1269_945	1.9959	0
TOBG-MED-1269_946	2.494476	0
TOBG-MED-1269_949	0.449128	0
TOBG-MED-1269_96	0.51918	0
TOBG-MED-1269_983	0.713116	0
TOBG-MED-1269_991	0.333683	0
TOBG-MED-1269_997	0.511006	0
TOBG-MED-1270_1000	0.378428	0
TOBG-MED-1270_1004	1.104433	0
TOBG-MED-1270_1006	2.850397	0
TOBG-MED-1270_1012	0.471133	0
TOBG-MED-1270_1013	1.304148	0
TOBG-MED-1270_1016	0.772622	0
TOBG-MED-1270_1019	0.648949	0
TOBG-MED-1270_102	2.543348	0
TOBG-MED-1270_1026	0.578141	0
TOBG-MED-1270_1028	0.727096	0
TOBG-MED-1270_1031	0.461092	0
TOBG-MED-1270_1032	0.524424	0
TOBG-MED-1270_1034	1.257052	0
TOBG-MED-1270_1044	0.933656	0
TOBG-MED-1270_1045	9.95222	0
TOBG-MED-1270_1050	5.888974	0
TOBG-MED-1270_1051	0.444514	1.862114
TOBG-MED-1270_1052	0.337149	0
TOBG-MED-1270_1054	1.908486	0
TOBG-MED-1270_1059	1.82733	0
TOBG-MED-1270_1060	2.424592	0
TOBG-MED-1270_1062	0.216707	0
TOBG-MED-1270_1064	0.401857	0
TOBG-MED-1270_1074	2.307002	0
TOBG-MED-1270_1075	1.118709	0
TOBG-MED-1270_1076	6.476581	0
TOBG-MED-1270_1077	0.418033	0
TOBG-MED-1270_108	0.699664	0
TOBG-MED-1270_1082	0.507014	0
TOBG-MED-1270_1088	1.13336	0
TOBG-MED-1270_1091	1.068085	0
TOBG-MED-1270_1094	0.703456	0
TOBG-MED-1270_1095	1.072498	0
TOBG-MED-1270_1097	0.609349	0
TOBG-MED-1270_1098	0.79622	0
TOBG-MED-1270_110	1.310731	0
TOBG-MED-1270_1100	2.674336	0
TOBG-MED-1270_1101	0.950749	0
TOBG-MED-1270_1102	1.808772	0
TOBG-MED-1270_1104	0.979442	0
TOBG-MED-1270_111	0.756766	0
TOBG-MED-1270_1115	2.051765	0
TOBG-MED-1270_1116	0.701555	0
TOBG-MED-1270_1119	1.046559	0
TOBG-MED-1270_112	0.840013	0
TOBG-MED-1270_1121	0.658829	0
TOBG-MED-1270_1124	0.344303	0
TOBG-MED-1270_1125	0.485257	0
TOBG-MED-1270_113	1.253766	0
TOBG-MED-1270_1130	1.095116	0
TOBG-MED-1270_1139	1.201545	0
TOBG-MED-1270_1146	0.672481	0
TOBG-MED-1270_115	0.370331	0
TOBG-MED-1270_1153	1.284787	0
TOBG-MED-1270_1154	0.851027	0
TOBG-MED-1270_1156	0.786571	0
TOBG-MED-1270_1157	1.068085	0
TOBG-MED-1270_1164	0.891958	0
TOBG-MED-1270_1165	0.845484	0
TOBG-MED-1270_1167	0.61367	0
TOBG-MED-1270_1168	1.922619	0
TOBG-MED-1270_1173	0.681304	0
TOBG-MED-1270_1175	0.322492	0
TOBG-MED-1270_1181	1.702053	0
TOBG-MED-1270_1182	3.961347	0
TOBG-MED-1270_1187	0.499735	0
TOBG-MED-1270_1193	0.770237	0
TOBG-MED-1270_1194	0.756766	0
TOBG-MED-1270_1195	0.499215	0
TOBG-MED-1270_1199	1.922023	0
TOBG-MED-1270_120	1.950907	8.53392
TOBG-MED-1270_1200	0.923691	0
TOBG-MED-1270_1201	1.866746	0
TOBG-MED-1270_1204	1.317382	0
TOBG-MED-1270_1212	1.109151	0
TOBG-MED-1270_1217	2.092411	12.866604
TOBG-MED-1270_1218	0.829281	0
TOBG-MED-1270_1219	0.708332	0
TOBG-MED-1270_1220	1.046559	0
TOBG-MED-1270_1224	0.347995	0
TOBG-MED-1270_1228	0.71508	0
TOBG-MED-1270_123	0.707288	0
TOBG-MED-1270_1232	0.177335	0
TOBG-MED-1270_1233	1.549668	0
TOBG-MED-1270_1235	1.034054	0
TOBG-MED-1270_1236	0.75238	0
TOBG-MED-1270_1237	1.072498	0
TOBG-MED-1270_1244	19234.774379	0
TOBG-MED-1270_1245	128.250271	0
TOBG-MED-1270_1249	10.205557	0
TOBG-MED-1270_1251	0.357089	0
TOBG-MED-1270_1253	0.793785	0
TOBG-MED-1270_1261	0.781834	0
TOBG-MED-1270_1268	2.337285	0
TOBG-MED-1270_1274	1.526505	0
TOBG-MED-1270_1277	8.775303	0
TOBG-MED-1270_1279	8.272432	0
TOBG-MED-1270_128	1.696492	0
TOBG-MED-1270_1280	1.00992	0
TOBG-MED-1270_1281	36.442965	0
TOBG-MED-1270_1285	0.347064	0
TOBG-MED-1270_129	0.706405	0
TOBG-MED-1270_1291	1.174591	0
TOBG-MED-1270_1292	2.295947	0
TOBG-MED-1270_1295	1.095116	0
TOBG-MED-1270_1298	0.5995	0
TOBG-MED-1270_1302	1.006007	0
TOBG-MED-1270_1314	1.297898	0
TOBG-MED-1270_1320	0.79622	0
TOBG-MED-1270_1321	0.435565	0
TOBG-MED-1270_1327	0.848246	0
TOBG-MED-1270_1328	1.458276	1.231667
TOBG-MED-1270_133	1.19601	0
TOBG-MED-1270_1331	0.663883	0
TOBG-MED-1270_1332	1.169083	3.999667
TOBG-MED-1270_1333	1.965678	0
TOBG-MED-1270_1338	2.899591	0
TOBG-MED-1270_1348	1.457937	0
TOBG-MED-1270_1349	0.972107	0
TOBG-MED-1270_1356	0.979442	0
TOBG-MED-1270_1357	0.862333	0
TOBG-MED-1270_137	0.82664	0
TOBG-MED-1270_138	0.513025	2.153277
TOBG-MED-1270_139	2.08216	0
TOBG-MED-1270_14	2.037671	10.232527
TOBG-MED-1270_141	0.605089	0
TOBG-MED-1270_149	1.123551	0
TOBG-MED-1270_15	0.770237	16.282682
TOBG-MED-1270_150	3.282896	0
TOBG-MED-1270_151	0.798669	2.027691
TOBG-MED-1270_157	0.741634	0
TOBG-MED-1270_158	4.115505	0
TOBG-MED-1270_16	11.48399	7.853126
TOBG-MED-1270_163	1.236105	0
TOBG-MED-1270_167	2.236612	0
TOBG-MED-1270_168	0.767958	3.246693
TOBG-MED-1270_17	0.442243	0
TOBG-MED-1270_171	1.029952	0
TOBG-MED-1270_173	0.647331	0
TOBG-MED-1270_176	1.218462	0
TOBG-MED-1270_178	4.602083	9.379711
TOBG-MED-1270_179	8.651785	0
TOBG-MED-1270_180	11.719067	114.784292
TOBG-MED-1270_184	2.027065	0
TOBG-MED-1270_185	0.774834	0
TOBG-MED-1270_186	0.697784	0
TOBG-MED-1270_187	1.491437	0
TOBG-MED-1270_189	1.425909	0
TOBG-MED-1270_193	0.737422	0
TOBG-MED-1270_204	0.801133	0
TOBG-MED-1270_207	0.531945	0
TOBG-MED-1270_208	1.380421	0
TOBG-MED-1270_210	2.675491	0
TOBG-MED-1270_211	7.616559	0
TOBG-MED-1270_216	45.443682	0
TOBG-MED-1270_220	5.638888	0
TOBG-MED-1270_221	1.663426	0
TOBG-MED-1270_223	1.143342	0
TOBG-MED-1270_224	0.672481	0
TOBG-MED-1270_225	0.873944	0
TOBG-MED-1270_229	0.564983	0
TOBG-MED-1270_233	1.500052	0
TOBG-MED-1270_234	3.55459	0
TOBG-MED-1270_236	9.584815	0
TOBG-MED-1270_240	0.589965	0
TOBG-MED-1270_243	3.018022	0
TOBG-MED-1270_244	0.94728	0
TOBG-MED-1270_246	2.011362	0
TOBG-MED-1270_250	1.765211	1.536045
TOBG-MED-1270_251	0.342486	0
TOBG-MED-1270_259	9.268013	8.013244
TOBG-MED-1270_260	34.001988	0
TOBG-MED-1270_261	2.275822	0
TOBG-MED-1270_265	0.868099	0
TOBG-MED-1270_266	2.15874	0
TOBG-MED-1270_277	0.422798	1.770058
TOBG-MED-1270_283	1.535533	0
TOBG-MED-1270_287	0.851027	0
TOBG-MED-1270_289	5.894949	0
TOBG-MED-1270_297	0.705367	0
TOBG-MED-1270_299	1.224207	0
TOBG-MED-1270_30	0.873944	0
TOBG-MED-1270_309	1.169083	0
TOBG-MED-1270_310	1.425909	0
TOBG-MED-1270_312	0.829281	0
TOBG-MED-1270_319	0.628526	0
TOBG-MED-1270_32	0.51918	0
TOBG-MED-1270_320	0.344303	0.28765
TOBG-MED-1270_322	1.642381	0
TOBG-MED-1270_325	0.457034	0
TOBG-MED-1270_327	0.591308	0
TOBG-MED-1270_328	4.051287	0
TOBG-MED-1270_331	2.338459	0
TOBG-MED-1270_332	0.913937	0
TOBG-MED-1270_337	2.24265	0
TOBG-MED-1270_338	0.592658	0
TOBG-MED-1270_339	0.920417	0
TOBG-MED-1270_34	0.326138	0
TOBG-MED-1270_341	2.447448	0
TOBG-MED-1270_350	59.287146	0
TOBG-MED-1270_351	6.944795	5.888893
TOBG-MED-1270_352	0.868099	0
TOBG-MED-1270_355	0.432662	0
TOBG-MED-1270_358	1.013864	0
TOBG-MED-1270_359	1.380421	0
TOBG-MED-1270_36	5.58103	0
TOBG-MED-1270_360	0.840013	0
TOBG-MED-1270_361	1.006007	0
TOBG-MED-1270_363	1.046733	0
TOBG-MED-1270_364	1.406911	0
TOBG-MED-1270_371	0.813687	0
TOBG-MED-1270_373	1.410416	0
TOBG-MED-1270_376	1.821461	0
TOBG-MED-1270_38	4.941477	0
TOBG-MED-1270_381	1.441745	2.48577
TOBG-MED-1270_385	0.504061	0
TOBG-MED-1270_387	2.819444	0
TOBG-MED-1270_389	0.774834	0.655281
TOBG-MED-1270_391	0.901247	0
TOBG-MED-1270_393	4.469762	0
TOBG-MED-1270_397	1.036288	0
TOBG-MED-1270_402	4.800326	0
TOBG-MED-1270_403	0.907547	0
TOBG-MED-1270_407	6.642273	0
TOBG-MED-1270_410	1.302327	0
TOBG-MED-1270_416	11.027568	0
TOBG-MED-1270_417	1.012052	0
TOBG-MED-1270_424	4.448754	0
TOBG-MED-1270_425	0.807464	0
TOBG-MED-1270_43	0.66219	0
TOBG-MED-1270_433	0.60656	0
TOBG-MED-1270_441	2.914389	0
TOBG-MED-1270_446	1.13336	0
TOBG-MED-1270_449	3.412337	0
TOBG-MED-1270_450	1.185092	0
TOBG-MED-1270_451	0.642525	0
TOBG-MED-1270_452	2.883928	0
TOBG-MED-1270_454	1.452946	0
TOBG-MED-1270_455	51.825271	0
TOBG-MED-1270_457	2.821592	2.846408
TOBG-MED-1270_459	0.528695	0
TOBG-MED-1270_460	26.569093	354.744763
TOBG-MED-1270_468	0.48345	0
TOBG-MED-1270_472	1.310731	0
TOBG-MED-1270_473	0.507014	0
TOBG-MED-1270_475	3.989042	0
TOBG-MED-1270_48	1.531387	1.942146
TOBG-MED-1270_480	2.043016	0
TOBG-MED-1270_487	6.915564	0
TOBG-MED-1270_489	11.516727	0
TOBG-MED-1270_492	14.353932	0
TOBG-MED-1270_507	1.284787	0
TOBG-MED-1270_513	0.575578	0
TOBG-MED-1270_514	0.452257	0
TOBG-MED-1270_515	1.284787	0
TOBG-MED-1270_516	0.527621	0
TOBG-MED-1270_519	0.429087	0
TOBG-MED-1270_520	1.46617	0
TOBG-MED-1270_53	1.004223	0
TOBG-MED-1270_533	2.075683	0
TOBG-MED-1270_535	1.017839	0
TOBG-MED-1270_539	0.715845	0
TOBG-MED-1270_54	2.275822	0
TOBG-MED-1270_541	0.615124	0
TOBG-MED-1270_547	0.856642	0
TOBG-MED-1270_552	0.47984	0
TOBG-MED-1270_553	0.786571	0
TOBG-MED-1270_555	2.283611	0
TOBG-MED-1270_559	0.293343	0
TOBG-MED-1270_562	1.00992	0
TOBG-MED-1270_564	0.693202	0
TOBG-MED-1270_568	0.546501	0
TOBG-MED-1270_57	0.950749	0
TOBG-MED-1270_574	0.725148	0
TOBG-MED-1270_575	2.136171	0
TOBG-MED-1270_576	1.00992	0
TOBG-MED-1270_579	0.735333	0
TOBG-MED-1270_58	0.684899	0
TOBG-MED-1270_580	0.79622	0
TOBG-MED-1270_581	1.017839	0
TOBG-MED-1270_583	1.632057	0
TOBG-MED-1270_589	1.685018	0
TOBG-MED-1270_591	1.201545	0
TOBG-MED-1270_597	0.770237	0
TOBG-MED-1270_600	1.386405	0
TOBG-MED-1270_601	0.788961	0
TOBG-MED-1270_603	0.39755	1.995806
TOBG-MED-1270_604	0.701555	0
TOBG-MED-1270_607	2.470738	0
TOBG-MED-1270_608	1.068085	0
TOBG-MED-1270_61	1.076946	0
TOBG-MED-1270_613	1.185092	0
TOBG-MED-1270_616	0.816245	0
TOBG-MED-1270_617	0.882859	0
TOBG-MED-1270_619	0.784195	0
TOBG-MED-1270_62	1.253766	0
TOBG-MED-1270_620	0.530857	0
TOBG-MED-1270_621	1.446092	0
TOBG-MED-1270_628	0.840013	0
TOBG-MED-1270_629	2.675491	0
TOBG-MED-1270_630	6.742908	4.698514
TOBG-MED-1270_638	1.169083	0
TOBG-MED-1270_641	0.933656	0
TOBG-MED-1270_642	1.25985	0
TOBG-MED-1270_643	0.718128	0
TOBG-MED-1270_648	0.465223	0
TOBG-MED-1270_649	0.972107	0
TOBG-MED-1270_654	2.425856	0
TOBG-MED-1270_655	3.015952	0
TOBG-MED-1270_658	3.457782	0
TOBG-MED-1270_661	4.320984	0
TOBG-MED-1270_665	1.395257	0
TOBG-MED-1270_667	0.937026	0
TOBG-MED-1270_669	0.66219	0
TOBG-MED-1270_671	0.369804	0
TOBG-MED-1270_674	0.36056	0.60274
TOBG-MED-1270_676	1.00992	0
TOBG-MED-1270_68	1.563667	0
TOBG-MED-1270_680	0.491652	0
TOBG-MED-1270_688	0.573037	0
TOBG-MED-1270_690	160.312839	0
TOBG-MED-1270_691	36.652769	0
TOBG-MED-1270_692	17.457639	21.896255
TOBG-MED-1270_696	0.520221	0
TOBG-MED-1270_7	1.777295	0
TOBG-MED-1270_70	1.632057	0
TOBG-MED-1270_707	0.801133	4.068181
TOBG-MED-1270_708	0.761204	0
TOBG-MED-1270_709	1.27846	0
TOBG-MED-1270_710	1.153501	0
TOBG-MED-1270_712	2.621463	0
TOBG-MED-1270_713	0.75238	0
TOBG-MED-1270_716	0.859478	0
TOBG-MED-1270_720	0.998271	3.398613
TOBG-MED-1270_721	1.24774	0
TOBG-MED-1270_723	0.729138	0
TOBG-MED-1270_725	1.56327	0
TOBG-MED-1270_726	1.123551	0
TOBG-MED-1270_730	0.53634	0
TOBG-MED-1270_736	0.688531	0
TOBG-MED-1270_737	0.379534	0
TOBG-MED-1270_738	1.60185	0
TOBG-MED-1270_744	0.913937	0
TOBG-MED-1270_752	1.442076	0
TOBG-MED-1270_753	1.83433	0
TOBG-MED-1270_754	1.207132	0
TOBG-MED-1270_757	0.326548	0
TOBG-MED-1270_758	3.504454	0
TOBG-MED-1270_759	1.211196	0
TOBG-MED-1270_761	0.645721	0
TOBG-MED-1270_763	2.759606	0
TOBG-MED-1270_766	1.017839	12.135119
TOBG-MED-1270_771	2.882038	0
TOBG-MED-1270_773	1.449796	0
TOBG-MED-1270_774	0.737507	0
TOBG-MED-1270_785	0.950749	0
TOBG-MED-1270_791	0.64259	0
TOBG-MED-1270_793	1.324101	0
TOBG-MED-1270_794	0.701555	4.144505
TOBG-MED-1270_8	7.3047	0
TOBG-MED-1270_807	0.660505	0
TOBG-MED-1270_808	0.814677	0
TOBG-MED-1270_812	0.674227	0
TOBG-MED-1270_814	1.729927	0
TOBG-MED-1270_816	0.634672	0
TOBG-MED-1270_819	0.446041	0
TOBG-MED-1270_822	0.457469	0
TOBG-MED-1270_826	0.94042	0
TOBG-MED-1270_828	5.407862	0
TOBG-MED-1270_838	3.090113	0
TOBG-MED-1270_839	1.907899	0
TOBG-MED-1270_841	0.717055	0
TOBG-MED-1270_842	1.291176	7.757682
TOBG-MED-1270_846	1.230248	0
TOBG-MED-1270_848	0.879867	0
TOBG-MED-1270_853	3.051397	0
TOBG-MED-1270_858	0.717055	0
TOBG-MED-1270_859	1.491437	0
TOBG-MED-1270_86	0.754567	0
TOBG-MED-1270_865	0.763442	0
TOBG-MED-1270_867	0.622498	0
TOBG-MED-1270_87	0.331976	0
TOBG-MED-1270_876	2.594173	0
TOBG-MED-1270_88	0.587296	0
TOBG-MED-1270_880	0.737422	0
TOBG-MED-1270_881	7.194448	0
TOBG-MED-1270_890	2.286684	0
TOBG-MED-1270_891	231.326774	0
TOBG-MED-1270_892	1.765211	0
TOBG-MED-1270_894	0.652209	0
TOBG-MED-1270_895	0.772528	0
TOBG-MED-1270_896	1.840283	0
TOBG-MED-1270_898	1.530005	0
TOBG-MED-1270_9	0.454268	0.378274
TOBG-MED-1270_90	0.523367	0
TOBG-MED-1270_900	0.721038	0
TOBG-MED-1270_909	0.789059	0
TOBG-MED-1270_911	1.544669	0
TOBG-MED-1270_915	1.185316	0
TOBG-MED-1270_916	0.801133	0
TOBG-MED-1270_92	0.453046	0
TOBG-MED-1270_920	1.190526	0
TOBG-MED-1270_921	1.224207	0
TOBG-MED-1270_923	0.691356	0
TOBG-MED-1270_926	1.718477	0
TOBG-MED-1270_933	2.296798	0
TOBG-MED-1270_938	1.663426	0
TOBG-MED-1270_94	0.882859	0
TOBG-MED-1270_940	0.741634	0
TOBG-MED-1270_942	1.845372	0
TOBG-MED-1270_947	1.373421	4.634397
TOBG-MED-1270_95	0.913937	0
TOBG-MED-1270_960	26.416535	5.375581
TOBG-MED-1270_961	28.088767	0
TOBG-MED-1270_962	30.399967	0
TOBG-MED-1270_963	6.031903	0
TOBG-MED-1270_966	1.642381	0
TOBG-MED-1270_968	0.920417	0
TOBG-MED-1270_97	0.750206	0
TOBG-MED-1270_972	0.686204	0
TOBG-MED-1270_973	0.737422	0
TOBG-MED-1270_976	0.650575	0
TOBG-MED-1270_977	2.34388	0
TOBG-MED-1270_981	1.131984	0
TOBG-MED-1270_983	0.324508	0
TOBG-MED-1270_986	2.811077	0
TOBG-MED-1270_987	0.756766	1.279343
TOBG-MED-1270_988	0.569268	0
TOBG-MED-1270_99	0.904386	0
TOBG-MED-1270_992	0.763442	0
TOBG-MED-1270_995	5.331885	0
TOBG-MED-1270_998	0.901247	0
TOBG-MED-174_101	1.387799	0
TOBG-MED-174_1012	1.674152	0
TOBG-MED-174_102	2.32291	0
TOBG-MED-174_1022	0.540809	0
TOBG-MED-174_1043	0.576857	0
TOBG-MED-174_1045	1.753791	2.231271
TOBG-MED-174_1050	0.584651	0
TOBG-MED-174_1053	3.201923	0
TOBG-MED-174_1054	0.204906	0
TOBG-MED-174_1056	1.241773	0
TOBG-MED-174_106	0.950893	5.980298
TOBG-MED-174_1076	1.874051	0
TOBG-MED-174_1077	1.218462	0
TOBG-MED-174_1078	7.013164	0
TOBG-MED-174_1079	8.925791	0
TOBG-MED-174_108	1.128637	2.372007
TOBG-MED-174_1098	0.615124	0
TOBG-MED-174_110	1.953811	0
TOBG-MED-174_111	3.143895	0
TOBG-MED-174_112	2.748724	0
TOBG-MED-174_113	0.853825	0
TOBG-MED-174_114	4.552748	0
TOBG-MED-174_115	16.215022	0
TOBG-MED-174_1150	1.82733	0
TOBG-MED-174_116	2.149803	0
TOBG-MED-174_1160	2.932339	0
TOBG-MED-174_1167	3.165463	0
TOBG-MED-174_1168	3.282896	0
TOBG-MED-174_1169	3.813278	0
TOBG-MED-174_117	3.305674	0
TOBG-MED-174_1170	17.576456	0
TOBG-MED-174_1171	0.82141	0
TOBG-MED-174_1176	5.498775	0
TOBG-MED-174_118	3.787962	0
TOBG-MED-174_119	2.241169	0
TOBG-MED-174_1194	5.63342	0
TOBG-MED-174_1199	0.681304	0
TOBG-MED-174_120	3.371137	4.54854
TOBG-MED-174_121	1.674152	0
TOBG-MED-174_1218	2.862729	20.278897
TOBG-MED-174_123	2.007046	2.820444
TOBG-MED-174_1238	0.282303	0
TOBG-MED-174_1247	2.820833	0
TOBG-MED-174_1248	2.544739	2.156608
TOBG-MED-174_1249	6.168816	0
TOBG-MED-174_125	9.043859	0
TOBG-MED-174_1251	0.70922	0
TOBG-MED-174_1252	0.561876	0
TOBG-MED-174_1253	0.879867	0
TOBG-MED-174_1255	0.189891	0
TOBG-MED-174_1256	2.109411	0
TOBG-MED-174_1257	11.314949	0
TOBG-MED-174_1258	2.181033	5.583764
TOBG-MED-174_1259	5.522898	0
TOBG-MED-174_1260	8.215371	0
TOBG-MED-174_1261	6.867103	0
TOBG-MED-174_1263	0.826418	0
TOBG-MED-174_128	0.811145	0
TOBG-MED-174_1281	1.375053	0
TOBG-MED-174_1282	1.317382	0
TOBG-MED-174_1284	0.75238	0
TOBG-MED-174_1285	2.850397	0
TOBG-MED-174_129	0.494971	0.618605
TOBG-MED-174_1291	2.703349	2.324398
TOBG-MED-174_1295	2.358517	0
